"","Organisation Type","Organisation Name","Date","formattedDate","Therapy","Total waiting list","Waiting >18-52 weeks","Waiting >52 weeks","Percentage waiting more than 18 weeks"
"784","Region","South East","February 2023",2023-02-01,"Speech And Language",7614,2077,89,28.4475965327029
"785","Region","South West","February 2023",2023-02-01,"Audiology",683,4,0,0.585651537335286
"786","Region","South West","February 2023",2023-02-01,"Community Paediatric Service",4329,1616,1145,63.7791637791638
"787","Region","South West","February 2023",2023-02-01,"Occupational Therapy",2099,765,3,36.5888518342068
"788","Region","South West","February 2023",2023-02-01,"Speech And Language",7066,2739,874,51.1321822813473
"789","ICB","Bath and North East Somerset, Swindon and Wiltshire","February 2023",2023-02-01,"Audiology",NA,NA,NA,NA
"790","ICB","Bath and North East Somerset, Swindon and Wiltshire","February 2023",2023-02-01,"Community Paediatric Service",NA,NA,NA,NA
"791","ICB","Bath and North East Somerset, Swindon and Wiltshire","February 2023",2023-02-01,"Occupational Therapy",NA,NA,NA,NA
"792","ICB","Bath and North East Somerset, Swindon and Wiltshire","February 2023",2023-02-01,"Speech And Language",NA,NA,NA,NA
"793","ICB","Bedfordshire, Luton and Milton Keynes","February 2023",2023-02-01,"Audiology",NA,NA,NA,NA
"794","ICB","Bedfordshire, Luton and Milton Keynes","February 2023",2023-02-01,"Community Paediatric Service",58,0,0,0
"795","ICB","Bedfordshire, Luton and Milton Keynes","February 2023",2023-02-01,"Occupational Therapy",NA,NA,NA,NA
"796","ICB","Bedfordshire, Luton and Milton Keynes","February 2023",2023-02-01,"Speech And Language",NA,NA,NA,NA
"797","ICB","Birmingham and Solihull","February 2023",2023-02-01,"Audiology",NA,NA,NA,NA
"798","ICB","Birmingham and Solihull","February 2023",2023-02-01,"Community Paediatric Service",4185,2109,172,54.5041816009558
"799","ICB","Birmingham and Solihull","February 2023",2023-02-01,"Occupational Therapy",266,22,0,8.27067669172932
"800","ICB","Birmingham and Solihull","February 2023",2023-02-01,"Speech And Language",2711,702,45,27.5544079675397
"801","ICB","Black Country","February 2023",2023-02-01,"Audiology",846,288,103,46.2174940898345
"802","ICB","Black Country","February 2023",2023-02-01,"Community Paediatric Service",1166,581,1,49.9142367066895
"803","ICB","Black Country","February 2023",2023-02-01,"Occupational Therapy",158,74,0,46.8354430379747
"804","ICB","Black Country","February 2023",2023-02-01,"Speech And Language",1829,677,20,38.1082558775287
"805","ICB","Bristol, North Somerset and South Gloucestershire","February 2023",2023-02-01,"Audiology",NA,NA,NA,NA
"806","ICB","Bristol, North Somerset and South Gloucestershire","February 2023",2023-02-01,"Community Paediatric Service",2477,826,660,59.9919257165927
"807","ICB","Bristol, North Somerset and South Gloucestershire","February 2023",2023-02-01,"Occupational Therapy",349,111,1,32.0916905444126
"808","ICB","Bristol, North Somerset and South Gloucestershire","February 2023",2023-02-01,"Speech And Language",790,207,66,34.5569620253165
"809","ICB","Buckinghamshire, Oxfordshire and Berkshire West","February 2023",2023-02-01,"Audiology",300,0,0,0
"810","ICB","Buckinghamshire, Oxfordshire and Berkshire West","February 2023",2023-02-01,"Community Paediatric Service",1840,638,399,56.3586956521739
"811","ICB","Buckinghamshire, Oxfordshire and Berkshire West","February 2023",2023-02-01,"Occupational Therapy",1760,740,453,67.7840909090909
"812","ICB","Buckinghamshire, Oxfordshire and Berkshire West","February 2023",2023-02-01,"Speech And Language",1305,372,47,32.1072796934866
"813","ICB","Cambridgeshire and Peterborough","February 2023",2023-02-01,"Audiology",1203,313,1,26.1014131338321
"814","ICB","Cambridgeshire and Peterborough","February 2023",2023-02-01,"Community Paediatric Service",3231,1382,457,56.9173630454967
"815","ICB","Cambridgeshire and Peterborough","February 2023",2023-02-01,"Occupational Therapy",301,30,0,9.96677740863787
"816","ICB","Cambridgeshire and Peterborough","February 2023",2023-02-01,"Speech And Language",3305,1418,156,47.624810892587
"817","ICB","Cheshire and Merseyside","February 2023",2023-02-01,"Audiology",2969,1036,39,36.2074772650724
"818","ICB","Cheshire and Merseyside","February 2023",2023-02-01,"Community Paediatric Service",5020,2648,25,53.2470119521912
"819","ICB","Cheshire and Merseyside","February 2023",2023-02-01,"Occupational Therapy",1066,125,36,15.1031894934334
"820","ICB","Cheshire and Merseyside","February 2023",2023-02-01,"Speech And Language",4695,1437,15,30.926517571885
"821","ICB","Cornwall and the Isles of Scilly","February 2023",2023-02-01,"Audiology",215,4,0,1.86046511627907
"822","ICB","Cornwall and the Isles of Scilly","February 2023",2023-02-01,"Community Paediatric Service",681,379,55,63.7298091042584
"823","ICB","Cornwall and the Isles of Scilly","February 2023",2023-02-01,"Occupational Therapy",18,0,0,0
"824","ICB","Cornwall and the Isles of Scilly","February 2023",2023-02-01,"Speech And Language",818,293,1,35.9413202933985
"825","ICB","Coventry and Warwickshire","February 2023",2023-02-01,"Audiology",100,0,0,0
"826","ICB","Coventry and Warwickshire","February 2023",2023-02-01,"Community Paediatric Service",660,230,4,35.4545454545455
"827","ICB","Coventry and Warwickshire","February 2023",2023-02-01,"Occupational Therapy",518,194,45,46.1389961389961
"828","ICB","Coventry and Warwickshire","February 2023",2023-02-01,"Speech And Language",889,160,3,18.3352080989876
"829","ICB","Derby and Derbyshire","February 2023",2023-02-01,"Audiology",NA,NA,NA,NA
"830","ICB","Derby and Derbyshire","February 2023",2023-02-01,"Community Paediatric Service",1948,1053,280,68.429158110883
"831","ICB","Derby and Derbyshire","February 2023",2023-02-01,"Occupational Therapy",14,10,2,85.7142857142857
"832","ICB","Derby and Derbyshire","February 2023",2023-02-01,"Speech And Language",894,238,0,26.6219239373602
"833","ICB","Devon","February 2023",2023-02-01,"Audiology",317,0,0,0
"834","ICB","Devon","February 2023",2023-02-01,"Community Paediatric Service",997,379,430,81.1434302908726
"835","ICB","Devon","February 2023",2023-02-01,"Occupational Therapy",693,249,1,36.0750360750361
"836","ICB","Devon","February 2023",2023-02-01,"Speech And Language",4047,2092,803,71.5344699777613
"837","ICB","Dorset","February 2023",2023-02-01,"Audiology",151,0,0,0
"838","ICB","Dorset","February 2023",2023-02-01,"Community Paediatric Service",NA,NA,NA,NA
"839","ICB","Dorset","February 2023",2023-02-01,"Occupational Therapy",NA,NA,NA,NA
"840","ICB","Dorset","February 2023",2023-02-01,"Speech And Language",150,22,2,16
"841","ICB","Frimley","February 2023",2023-02-01,"Audiology",NA,NA,NA,NA
"842","ICB","Frimley","February 2023",2023-02-01,"Community Paediatric Service",NA,NA,NA,NA
"843","ICB","Frimley","February 2023",2023-02-01,"Occupational Therapy",NA,NA,NA,NA
"844","ICB","Frimley","February 2023",2023-02-01,"Speech And Language",NA,NA,NA,NA
"845","ICB","Gloucestershire","February 2023",2023-02-01,"Audiology",NA,NA,NA,NA
"846","ICB","Gloucestershire","February 2023",2023-02-01,"Community Paediatric Service",NA,NA,NA,NA
"847","ICB","Gloucestershire","February 2023",2023-02-01,"Occupational Therapy",625,303,1,48.64
"848","ICB","Gloucestershire","February 2023",2023-02-01,"Speech And Language",647,37,0,5.71870170015456
"849","ICB","Greater Manchester","February 2023",2023-02-01,"Audiology",2393,394,5,16.6736314249896
"850","ICB","Greater Manchester","February 2023",2023-02-01,"Community Paediatric Service",1779,504,3,28.4991568296796
"851","ICB","Greater Manchester","February 2023",2023-02-01,"Occupational Therapy",1144,279,9,25.1748251748252
"852","ICB","Greater Manchester","February 2023",2023-02-01,"Speech And Language",3924,1078,22,28.032619775739
"853","ICB","Hampshire and Isle Of Wight","February 2023",2023-02-01,"Audiology",NA,NA,NA,NA
"854","ICB","Hampshire and Isle Of Wight","February 2023",2023-02-01,"Community Paediatric Service",743,232,1,31.3593539703903
"855","ICB","Hampshire and Isle Of Wight","February 2023",2023-02-01,"Occupational Therapy",508,136,3,27.3622047244094
"856","ICB","Hampshire and Isle Of Wight","February 2023",2023-02-01,"Speech And Language",2406,668,41,29.4679966749792
"857","ICB","Herefordshire and Worcestershire","February 2023",2023-02-01,"Audiology",111,9,18,24.3243243243243
"858","ICB","Herefordshire and Worcestershire","February 2023",2023-02-01,"Community Paediatric Service",NA,NA,NA,NA
"859","ICB","Herefordshire and Worcestershire","February 2023",2023-02-01,"Occupational Therapy",115,61,8,60
"860","ICB","Herefordshire and Worcestershire","February 2023",2023-02-01,"Speech And Language",419,155,20,41.7661097852029
"861","ICB","Hertfordshire and West Essex","February 2023",2023-02-01,"Audiology",NA,NA,NA,NA
"862","ICB","Hertfordshire and West Essex","February 2023",2023-02-01,"Community Paediatric Service",5590,2487,1310,67.9248658318426
"863","ICB","Hertfordshire and West Essex","February 2023",2023-02-01,"Occupational Therapy",517,155,2,30.3675048355899
"864","ICB","Hertfordshire and West Essex","February 2023",2023-02-01,"Speech And Language",1475,329,4,22.5762711864407
"865","ICB","Humber and North Yorkshire","February 2023",2023-02-01,"Audiology",232,29,0,12.5
"866","ICB","Humber and North Yorkshire","February 2023",2023-02-01,"Community Paediatric Service",274,110,0,40.1459854014599
"867","ICB","Humber and North Yorkshire","February 2023",2023-02-01,"Occupational Therapy",97,27,0,27.8350515463918
"868","ICB","Humber and North Yorkshire","February 2023",2023-02-01,"Speech And Language",1716,565,14,33.7412587412587
"869","ICB","Kent and Medway","February 2023",2023-02-01,"Audiology",535,0,0,0
"870","ICB","Kent and Medway","February 2023",2023-02-01,"Community Paediatric Service",4759,2409,208,54.9905442319815
"871","ICB","Kent and Medway","February 2023",2023-02-01,"Occupational Therapy",1054,139,0,13.1878557874763
"872","ICB","Kent and Medway","February 2023",2023-02-01,"Speech And Language",1296,232,0,17.9012345679012
"873","ICB","Lancashire and South Cumbria","February 2023",2023-02-01,"Audiology",124,0,0,0
"874","ICB","Lancashire and South Cumbria","February 2023",2023-02-01,"Community Paediatric Service",1295,58,8,5.0965250965251
"875","ICB","Lancashire and South Cumbria","February 2023",2023-02-01,"Occupational Therapy",509,189,2,37.524557956778
"876","ICB","Lancashire and South Cumbria","February 2023",2023-02-01,"Speech And Language",3332,1264,32,38.8955582232893
"877","ICB","Leicester, Leicestershire and Rutland","February 2023",2023-02-01,"Audiology",861,8,0,0.929152148664344
"878","ICB","Leicester, Leicestershire and Rutland","February 2023",2023-02-01,"Community Paediatric Service",3376,1377,888,67.0912322274881
"879","ICB","Leicester, Leicestershire and Rutland","February 2023",2023-02-01,"Occupational Therapy",82,5,0,6.09756097560976
"880","ICB","Leicester, Leicestershire and Rutland","February 2023",2023-02-01,"Speech And Language",628,2,0,0.318471337579618
"881","ICB","Lincolnshire","February 2023",2023-02-01,"Audiology",NA,NA,NA,NA
"882","ICB","Lincolnshire","February 2023",2023-02-01,"Community Paediatric Service",1798,533,0,29.6440489432703
"883","ICB","Lincolnshire","February 2023",2023-02-01,"Occupational Therapy",14,1,0,7.14285714285714
"884","ICB","Lincolnshire","February 2023",2023-02-01,"Speech And Language",NA,NA,NA,NA
"885","ICB","Mid and South Essex","February 2023",2023-02-01,"Audiology",NA,NA,NA,NA
"886","ICB","Mid and South Essex","February 2023",2023-02-01,"Community Paediatric Service",1546,719,4,46.7658473479948
"887","ICB","Mid and South Essex","February 2023",2023-02-01,"Occupational Therapy",368,24,0,6.52173913043478
"888","ICB","Mid and South Essex","February 2023",2023-02-01,"Speech And Language",221,0,0,0
"889","ICB","Norfolk and Waveney","February 2023",2023-02-01,"Audiology",NA,NA,NA,NA
"890","ICB","Norfolk and Waveney","February 2023",2023-02-01,"Community Paediatric Service",404,9,0,2.22772277227723
"891","ICB","Norfolk and Waveney","February 2023",2023-02-01,"Occupational Therapy",1,0,0,0
"892","ICB","Norfolk and Waveney","February 2023",2023-02-01,"Speech And Language",NA,NA,NA,NA
"893","ICB","North Central London","February 2023",2023-02-01,"Audiology",875,83,1,9.6
"894","ICB","North Central London","February 2023",2023-02-01,"Community Paediatric Service",323,54,2,17.3374613003096
"895","ICB","North Central London","February 2023",2023-02-01,"Occupational Therapy",488,103,6,22.3360655737705
"896","ICB","North Central London","February 2023",2023-02-01,"Speech And Language",1768,430,6,24.6606334841629
"897","ICB","North East and North Cumbria","February 2023",2023-02-01,"Audiology",1024,37,4,4.00390625
"898","ICB","North East and North Cumbria","February 2023",2023-02-01,"Community Paediatric Service",1990,833,266,55.2261306532663
"899","ICB","North East and North Cumbria","February 2023",2023-02-01,"Occupational Therapy",2299,301,452,32.753371030883
"900","ICB","North East and North Cumbria","February 2023",2023-02-01,"Speech And Language",2737,839,69,33.1750091340884
"901","ICB","North East London","February 2023",2023-02-01,"Audiology",1573,550,141,43.928798474253
"902","ICB","North East London","February 2023",2023-02-01,"Community Paediatric Service",4459,1792,435,49.943933617403
"903","ICB","North East London","February 2023",2023-02-01,"Occupational Therapy",1343,491,47,40.0595681310499
"904","ICB","North East London","February 2023",2023-02-01,"Speech And Language",3022,842,204,34.6128391793514
"905","ICB","North West London","February 2023",2023-02-01,"Audiology",181,0,0,0
"906","ICB","North West London","February 2023",2023-02-01,"Community Paediatric Service",1881,527,51,30.7283359914939
"907","ICB","North West London","February 2023",2023-02-01,"Occupational Therapy",757,182,13,25.7595772787318
"908","ICB","North West London","February 2023",2023-02-01,"Speech And Language",1507,112,8,7.9628400796284
"909","ICB","Northamptonshire","February 2023",2023-02-01,"Audiology",NA,NA,NA,NA
"910","ICB","Northamptonshire","February 2023",2023-02-01,"Community Paediatric Service",296,13,0,4.39189189189189
"911","ICB","Northamptonshire","February 2023",2023-02-01,"Occupational Therapy",110,9,0,8.18181818181818
"912","ICB","Northamptonshire","February 2023",2023-02-01,"Speech And Language",1726,896,14,52.7230590961761
"913","ICB","Nottingham and Nottinghamshire","February 2023",2023-02-01,"Audiology",NA,NA,NA,NA
"914","ICB","Nottingham and Nottinghamshire","February 2023",2023-02-01,"Community Paediatric Service",145,0,0,0
"915","ICB","Nottingham and Nottinghamshire","February 2023",2023-02-01,"Occupational Therapy",155,3,0,1.93548387096774
"916","ICB","Nottingham and Nottinghamshire","February 2023",2023-02-01,"Speech And Language",1442,161,3,11.373092926491
"917","ICB","Shropshire, Telford and Wrekin","February 2023",2023-02-01,"Audiology",217,1,0,0.460829493087558
"918","ICB","Shropshire, Telford and Wrekin","February 2023",2023-02-01,"Community Paediatric Service",622,73,0,11.7363344051447
"919","ICB","Shropshire, Telford and Wrekin","February 2023",2023-02-01,"Occupational Therapy",197,4,0,2.03045685279188
